16 110 2011 26265600
0 0.000000 180 45
0 1 -52.5378 -59.9205
0 2 -53.0231 -60.1793
0 3 -53.4552 -60.4446
0 4 -53.86 -60.7154
0 5 -54.2518 -60.9912
0 6 -54.6352 -61.272
0 7 -55.0128 -61.5579
0 8 -55.3861 -61.8489
0 9 -55.7558 -62.145
0 10 -56.1226 -62.4464
0 11 -56.4868 -62.7531
0 12 -56.8487 -63.0654
0 13 -57.2084 -63.3832
0 14 -57.566 -63.7068
0 15 -57.2095 -63.8221
0 16 -57.5876 -64.1426
0 17 -57.9578 -64.4683
0 18 -58.3211 -64.7992
0 19 -58.6781 -65.1353
0 20 -59.0293 -65.4766
0 21 -59.3752 -65.8231
0 22 -59.716 -66.1747
0 23 -60.0519 -66.5315
0 24 -60.383 -66.8934
0 25 -60.7095 -67.2604
0 26 -61.0314 -67.6325
0 27 -61.3487 -68.0096
0 28 -61.6616 -68.3916
0 29 -61.9699 -68.7785
0 30 -62.2737 -69.1703
0 31 -62.5729 -69.5667
0 32 -62.8676 -69.9678
0 33 -63.1575 -70.3734
0 34 -63.4428 -70.7835
0 35 -63.7233 -71.1977
0 36 -63.999 -71.6162
0 37 -64.2697 -72.0385
0 38 -64.5355 -72.4647
0 39 -64.7963 -72.8944
0 40 -65.052 -73.3275
0 41 -65.3025 -73.7638
0 42 -65.5478 -74.203
0 43 -65.7877 -74.6448
0 44 -66.0223 -75.089
0 45 -66.2545 -76.7292
0 46 -66.5779 -77.3355
0 47 -66.8964 -77.9554
0 48 -67.21 -78.5894
0 49 -67.5187 -79.2377
0 50 -67.8226 -79.9005
0 51 -68.1215 -80.5783
0 52 -68.4156 -81.2714
0 53 -68.7047 -81.9799
0 54 -68.9889 -82.7042
0 55 -69.2681 -83.4446
0 56 -69.5421 -84.2013
0 57 -69.8111 -84.9746
0 58 -70.0749 -85.7647
0 59 -70.3334 -86.5718
0 60 -70.5865 -87.396
0 61 -70.8342 -88.2376
0 62 -71.0763 -89.0967
0 63 -71.3128 -89.9733
0 64 -71.5436 -90.8675
0 65 -71.7685 -91.7794
0 66 -71.9876 -92.7089
0 67 -72.2006 -93.656
0 68 -72.4074 -94.6205
0 69 -72.608 -95.6022
0 70 -72.8023 -96.6011
0 71 -72.9902 -97.6168
0 72 -73.1715 -98.6489
0 73 -73.3461 -99.6971
0 74 -73.5141 -100.761
0 75 -73.6752 -101.84
0 76 -73.8294 -102.933
0 77 -73.9767 -104.041
0 78 -74.1169 -105.161
0 79 -74.25 -106.294
0 80 -74.376 -107.438
0 81 -74.4948 -108.593
0 82 -74.6063 -109.757
0 83 -74.7105 -110.93
0 84 -74.8075 -112.111
0 85 -74.8972 -113.298
0 86 -74.9796 -114.49
0 87 -75.0547 -115.685
0 88 -75.1226 -116.884
0 89 -75.1833 -118.084
0 90 -75.2369 -119.284
0 91 -75.2834 -120.483
0 92 -75.3228 -121.679
0 93 -75.3554 -122.872
0 94 -75.3811 -124.059
0 95 -75.4002 -125.24
0 96 -75.4127 -126.414
0 97 -75.4187 -127.579
0 98 -75.4184 -128.734
0 99 -75.4119 -129.878
0 100 -75.3994 -131.009
0 101 -75.3811 -132.128
0 102 -75.3572 -133.233
0 103 -75.3277 -134.323
0 104 -75.2929 -135.397
0 105 -75.253 -136.455
0 106 -75.2082 -137.495
0 107 -75.1586 -138.518
0 108 -75.1044 -139.523
0 109 -75.0459 -140.508
0 110 -74.9833 -141.475
1 1 -52.5836 -59.7942
1 2 -53.0749 -60.0172
1 3 -53.5099 -60.2463
1 4 -53.9224 -60.4802
1 5 -54.3223 -60.7187
1 6 -54.7144 -60.9617
1 7 -55.1009 -61.2092
1 8 -55.4834 -61.4613
1 9 -55.8625 -61.7179
1 10 -56.239 -61.9793
1 11 -56.613 -62.2456
1 12 -56.985 -62.5167
1 13 -57.3549 -62.7929
1 14 -57.7231 -63.0743
1 15 -57.3852 -63.1792
1 16 -57.7727 -63.458
1 17 -58.1527 -63.7416
1 18 -58.5261 -64.03
1 19 -58.8935 -64.3232
1 20 -59.2555 -64.6212
1 21 -59.6123 -64.924
1 22 -59.9643 -65.2316
1 23 -60.3116 -65.544
1 24 -60.6544 -65.8612
1 25 -60.9928 -66.1831
1 26 -61.3268 -66.5099
1 27 -61.6565 -66.8415
1 28 -61.9819 -67.1777
1 29 -62.303 -67.5187
1 30 -62.6197 -67.8643
1 31 -62.9321 -68.2145
1 32 -63.24 -68.5693
1 33 -63.5434 -68.9285
1 34 -63.8424 -69.2921
1 35 -64.1367 -69.66
1 36 -64.4264 -70.0321
1 37 -64.7113 -70.4082
1 38 -64.9915 -70.7883
1 39 -65.2667 -71.1722
1 40 -65.537 -71.5597
1 41 -65.8023 -71.9506
1 42 -66.0625 -72.3449
1 43 -66.3174 -72.7421
1 44 -66.5671 -73.1422
1 45 -66.8888 -74.6443
1 46 -67.2313 -75.1946
1 47 -67.5693 -75.7587
1 48 -67.903 -76.3371
1 49 -68.2322 -76.9302
1 50 -68.557 -77.5383
1 51 -68.8774 -78.162
1 52 -69.1935 -78.8017
1 53 -69.505 -79.4577
1 54 -69.8122 -80.1305
1 55 -70.1148 -80.8207
1 56 -70.4128 -81.5285
1 57 -70.7061 -82.2545
1 58 -70.9948 -82.9991
1 59 -71.2786 -83.7626
1 60 -71.5575 -84.5456
1 61 -71.8315 -85.3485
1 62 -72.1003 -86.1715
1 63 -72.364 -87.0151
1 64 -72.6223 -87.8796
1 65 -72.8752 -88.7654
1 66 -73.1226 -89.6727
1 67 -73.3643 -90.6017
1 68 -73.6002 -91.5527
1 69 -73.8301 -92.5259
1 70 -74.054 -93.5213
1 71 -74.2717 -94.539
1 72 -74.483 -95.579
1 73 -74.6879 -96.6412
1 74 -74.8862 -97.7255
1 75 -75.0777 -98.8316
1 76 -75.2624 -99.9592
1 77 -75.4401 -101.108
1 78 -75.6106 -102.277
1 79 -75.774 -103.466
1 80 -75.9299 -104.675
1 81 -76.0785 -105.902
1 82 -76.2195 -107.147
1 83 -76.3529 -108.408
1 84 -76.4786 -109.685
1 85 -76.5965 -110.976
1 86 -76.7065 -112.28
1 87 -76.8088 -113.595
1 88 -76.9031 -114.92
1 89 -76.9896 -116.254
1 90 -77.0681 -117.595
1 91 -77.1388 -118.94
1 92 -77.2017 -120.289
1 93 -77.2567 -121.64
1 94 -77.3041 -122.99
1 95 -77.3438 -124.339
1 96 -77.3759 -125.683
1 97 -77.4007 -127.022
1 98 -77.4182 -128.354
1 99 -77.4285 -129.676
1 100 -77.4318 -130.988
1 101 -77.4283 -132.287
1 102 -77.4181 -133.572
1 103 -77.4015 -134.842
1 104 -77.3787 -136.095
1 105 -77.3498 -137.331
1 106 -77.3151 -138.547
1 107 -77.2748 -139.743
1 108 -77.2291 -140.919
1 109 -77.1782 -142.072
1 110 -77.1224 -143.203
2 1 -52.6218 -59.6651
2 2 -53.1157 -59.8515
2 3 -53.5564 -60.0433
2 4 -53.9753 -60.2394
2 5 -54.3823 -60.4395
2 6 -54.7818 -60.6434
2 7 -55.176 -60.8513
2 8 -55.5663 -61.0632
2 9 -55.9535 -61.279
2 10 -56.3382 -61.499
2 11 -56.7207 -61.7231
2 12 -57.1012 -61.9515
2 13 -57.48 -62.1843
